review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
3448,Dell XPS 13,Dell,Laptop,1,It performs adequately for daily tasks.,2025-04-30,performs adequately daily tasks,neutral,0.0
3449,Jabra Elite 7 Pro,Jabra,Earbuds,3,Battery life could be better for daily usage.,2024-06-30,battery life could better daily usage,positive,0.25
3450,Belkin 3-in-1 Wireless Charger,Belkin,Charger,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-03-19,happy using daily not satisfied longterm stability,positive,0.18333333333333335
3451,HP Omen 16,HP,Laptop,1,I am okay with the overall experience.,2024-12-26,okay overall experience,positive,0.25
3452,Belkin 3-in-1 Wireless Charger,Belkin,Charger,4,"It meets expectations, nothing more.",2024-01-02,meets expectations nothing more,positive,0.5
3453,Sony Bravia A80L,Sony,Television,2,"I am somewhat satisfied, but there is room for improvement.",2024-04-22,somewhat satisfied there room improvement,positive,0.5
3454,Google Pixel 8 Pro,Google,Smartphone,1,I am moderately satisfied with the features.,2024-10-24,moderately satisfied features,positive,0.5
3455,Samsung 970 EVO SSD,Samsung,Storage,2,"It works fine, though I am neither satisfied nor dissatisfied.",2025-05-30,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
3456,HP Omen 16,HP,Laptop,2,"Very happy with the sound quality, though disappointed with connectivity.",2024-04-06,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
3457,Motorola Edge 40,Motorola,Smartphone,3,"Impressed with the camera, yet dissatisfied with low-light results.",2024-12-09,impressed camera yet dissatisfied lowlight results,positive,1.0
3458,Nothing Ear 2,Nothing,Earbuds,4,"I feel impressed by the speed, yet not satisfied with the build quality.",2024-12-25,impressed speed yet not satisfied build quality,positive,0.375
3459,Canon EOS R6 Mark II,Canon,Camera,3,It performs adequately for daily tasks.,2025-05-13,performs adequately daily tasks,neutral,0.0
3460,iPad Pro 12.9,iPad,Tablet,3,"Overall, I feel dissatisfied with this purchase.",2024-01-14,overall dissatisfied purchase,neutral,0.0
3461,Asus RT-AX88U,Asus,Router,3,Not satisfied with the display brightness.,2024-12-07,not satisfied display brightness,negative,-0.25
3462,Logitech MX Master 3,Logitech,Mouse,5,"Very happy with the sound quality, though disappointed with connectivity.",2025-05-10,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
3463,Realme GT 5,Realme,Smartphone,3,"I am somewhat happy, but improvements are needed.",2025-06-15,somewhat happy improvements needed,positive,0.8
3464,Dell UltraSharp U2720Q,Dell,Monitor,1,Sometimes it lags while multitasking.,2025-02-24,sometimes lags while multitasking,neutral,0.0
3465,WD Black SN850X,WD,Storage,2,It performs adequately for daily tasks.,2024-05-25,performs adequately daily tasks,neutral,0.0
3466,Bose QuietComfort Ultra,Bose,Headphones,4,Battery life could be better for daily usage.,2024-09-07,battery life could better daily usage,positive,0.25
3467,Nikon Z6 II,Nikon,Camera,4,Very dissatisfied with the build quality.,2024-07-30,very dissatisfied build quality,positive,0.2
3468,LG UltraGear 27GP850,LG,Monitor,1,Not satisfied with the overall performance.,2025-01-21,not satisfied overall performance,negative,-0.125
3469,Garmin Venu 2,Garmin,Smartwatch,1,Completely dissatisfied with the performance.,2025-04-05,completely dissatisfied performance,positive,0.1
3470,Anker PowerCore 20000,Anker,Power Bank,5,Setup process was quick and easy.,2024-09-28,setup process quick easy,positive,0.3833333333333333
3471,Logitech MX Keys,Logitech,Keyboard,3,"I feel happy using it daily, but not satisfied with long-term stability.",2024-12-05,happy using daily not satisfied longterm stability,positive,0.18333333333333335
3472,Apple AirPods Pro,Apple,Earbuds,5,Not impressed with the features offered.,2024-10-09,not impressed features offered,negative,-0.5
3473,Xiaomi Pad 6,Xiaomi,Tablet,2,Very happy with this purchase so far.,2025-06-16,very happy purchase so far,positive,0.55
3474,Nintendo Switch OLED,Nintendo,Gaming Console,3,"I am pleased with the display, but unhappy with battery backup.",2024-05-05,pleased display unhappy battery backup,negative,-0.04999999999999999
3475,Jabra Elite 7 Pro,Jabra,Earbuds,4,I am moderately satisfied with the features.,2024-12-21,moderately satisfied features,positive,0.5
3476,Lenovo Tab P12,Lenovo,Tablet,1,The performance is excellent and very smooth.,2025-05-25,performance excellent very smooth,positive,0.76
3477,Razer DeathAdder V2,Razer,Mouse,2,"Overall, I feel dissatisfied with this purchase.",2024-06-02,overall dissatisfied purchase,neutral,0.0
3478,Hisense U7K,Hisense,Television,3,"Not extremely satisfied, but not unhappy either.",2024-06-15,not extremely satisfied not unhappy either,positive,0.024999999999999994
3479,Xiaomi Pad 6,Xiaomi,Tablet,4,I am unhappy with how quickly it overheats.,2024-03-07,unhappy how quickly overheats,negative,-0.13333333333333333
3480,Netgear Nighthawk AX5400,Netgear,Router,3,The performance is excellent and very smooth.,2025-04-09,performance excellent very smooth,positive,0.76
3481,Google Pixel 8 Pro,Google,Smartphone,2,I am unhappy with how quickly it overheats.,2024-05-06,unhappy how quickly overheats,negative,-0.13333333333333333
3482,OnePlus 12,OnePlus,Smartphone,4,Not satisfied with the display brightness.,2024-01-06,not satisfied display brightness,negative,-0.25
3483,Jabra Elite 7 Pro,Jabra,Earbuds,3,It performs adequately for daily tasks.,2024-01-01,performs adequately daily tasks,neutral,0.0
3484,OnePlus 12,OnePlus,Smartphone,3,The display quality is sharp and vibrant.,2024-12-24,display quality sharp vibrant,positive,0.02083333333333333
3485,Crucial P5 Plus SSD,Crucial,Storage,3,"I am satisfied overall, but not satisfied with the charging speed.",2025-05-29,satisfied overall not satisfied charging speed,positive,0.08333333333333333
3486,Sony PlayStation 5,Sony,Gaming Console,5,Sometimes it lags while multitasking.,2024-03-29,sometimes lags while multitasking,neutral,0.0
3487,Steam Deck,Steam,Gaming Console,3,Sometimes it lags while multitasking.,2024-07-20,sometimes lags while multitasking,neutral,0.0
3488,Jabra Elite 7 Pro,Jabra,Earbuds,5,"I am generally happy, but somewhat dissatisfied with build quality.",2024-03-23,generally happy somewhat dissatisfied build quality,positive,0.8
3489,Lenovo Tab P12,Lenovo,Tablet,2,Very happy with this purchase so far.,2025-04-29,very happy purchase so far,positive,0.55
3490,Razer DeathAdder V2,Razer,Mouse,3,I am not satisfied with the battery performance.,2025-01-30,not satisfied battery performance,negative,-0.25
3491,Jabra Elite 7 Pro,Jabra,Earbuds,4,"Satisfied with features, yet not impressed with pricing.",2024-04-10,satisfied features yet not impressed pricing,neutral,0.0
3492,Logitech MX Master 3,Logitech,Mouse,3,"I am generally happy, but somewhat dissatisfied with build quality.",2024-11-05,generally happy somewhat dissatisfied build quality,positive,0.8
3493,Apple Watch Ultra 2,Apple,Smartwatch,3,Setup process was quick and easy.,2025-03-22,setup process quick easy,positive,0.3833333333333333
3494,Microsoft Xbox Series X,Microsoft,Gaming Console,3,"Impressed with the camera, yet dissatisfied with low-light results.",2024-05-22,impressed camera yet dissatisfied lowlight results,positive,1.0
3495,Microsoft Xbox Series X,Microsoft,Gaming Console,2,Very disappointed with the overall quality.,2024-05-18,very disappointed overall quality,negative,-0.48750000000000004
3496,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,5,Not satisfied with the overall performance.,2024-11-04,not satisfied overall performance,negative,-0.125
3497,Xiaomi Pad 6,Xiaomi,Tablet,1,Not satisfied with the display brightness.,2025-04-17,not satisfied display brightness,negative,-0.25
3498,Canon EOS R6 Mark II,Canon,Camera,2,I am frustrated and not satisfied at all.,2025-03-23,frustrated not satisfied all,negative,-0.475
3499,Motorola Edge 40,Motorola,Smartphone,2,"It works fine, though I am neither satisfied nor dissatisfied.",2025-03-28,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
3500,Nintendo Switch OLED,Nintendo,Gaming Console,3,I feel neutral about this purchase.,2025-01-01,neutral about purchase,neutral,0.0
3501,LG OLED C3,LG,Television,3,Very disappointed considering the price.,2025-04-22,very disappointed considering price,negative,-0.9750000000000001
3502,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,"Overall, I feel dissatisfied with this purchase.",2024-01-29,overall dissatisfied purchase,neutral,0.0
3503,Logitech MX Keys,Logitech,Keyboard,5,Battery life could be better for daily usage.,2025-03-07,battery life could better daily usage,positive,0.25
3504,Nothing Phone 2,Nothing,Smartphone,2,"Not extremely satisfied, but not unhappy either.",2024-11-05,not extremely satisfied not unhappy either,positive,0.024999999999999994
3505,TP-Link Archer AX73,TP-Link,Router,2,"It meets expectations, nothing more.",2025-06-08,meets expectations nothing more,positive,0.5
3506,Sennheiser Momentum 4,Sennheiser,Headphones,2,"Not extremely satisfied, but not unhappy either.",2024-10-27,not extremely satisfied not unhappy either,positive,0.024999999999999994
3507,OnePlus 12,OnePlus,Smartphone,4,The display quality is sharp and vibrant.,2025-02-16,display quality sharp vibrant,positive,0.02083333333333333
3508,Sony PlayStation 5,Sony,Gaming Console,1,"Overall, I feel dissatisfied with this purchase.",2025-06-14,overall dissatisfied purchase,neutral,0.0
3509,LG OLED C3,LG,Television,1,Worth the price and delivers good value.,2024-02-26,worth price delivers good value,positive,0.5
3510,Samsung Galaxy Tab S9,Samsung,Tablet,1,I regret buying this product.,2024-04-09,regret buying product,neutral,0.0
3511,Asus RT-AX88U,Asus,Router,3,I am moderately satisfied with the features.,2025-05-08,moderately satisfied features,positive,0.5
3512,Nintendo Switch OLED,Nintendo,Gaming Console,3,"Very satisfied with the screen, but not happy with the speakers.",2024-03-03,very satisfied screen not happy speakers,positive,0.125
3513,Realme GT 5,Realme,Smartphone,5,"I am somewhat happy, but improvements are needed.",2025-06-07,somewhat happy improvements needed,positive,0.8
3514,LG UltraGear 27GP850,LG,Monitor,1,The experience is average overall.,2024-07-28,experience average overall,negative,-0.075
3515,Hisense U7K,Hisense,Television,2,The product is acceptable but not impressive.,2025-05-22,product acceptable not impressive,negative,-0.5
3516,MacBook Air M3,MacBook,Laptop,2,"Satisfied with features, yet not impressed with pricing.",2024-06-07,satisfied features yet not impressed pricing,neutral,0.0
3517,Xiaomi Pad 6,Xiaomi,Tablet,3,"Happy with the performance, but disappointed with the heating issue.",2024-01-07,happy performance disappointed heating issue,positive,0.025000000000000022
3518,Netgear Nighthawk AX5400,Netgear,Router,4,"Not extremely satisfied, but not unhappy either.",2024-07-24,not extremely satisfied not unhappy either,positive,0.024999999999999994
3519,Realme GT 5,Realme,Smartphone,1,The performance is excellent and very smooth.,2024-06-05,performance excellent very smooth,positive,0.76
3520,Apple Watch Ultra 2,Apple,Smartwatch,1,"It works fine, though I am neither satisfied nor dissatisfied.",2024-04-09,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
3521,Razer Blade 15,Razer,Laptop,2,Build quality feels solid and durable.,2025-04-30,build quality feels solid durable,neutral,0.0
3522,Samsung Galaxy S24 Ultra,Samsung,Smartphone,5,I am not satisfied with customer support.,2025-02-04,not satisfied customer support,negative,-0.25
3523,OnePlus 12,OnePlus,Smartphone,1,Not satisfied with the display brightness.,2025-02-18,not satisfied display brightness,negative,-0.25
3524,Samsung Neo QLED QN90C,Samsung,Television,2,"Happy with multitasking, but not satisfied with durability.",2024-08-28,happy multitasking not satisfied durability,positive,0.275
3525,Samsung 970 EVO SSD,Samsung,Storage,5,Very disappointed with the overall quality.,2025-03-25,very disappointed overall quality,negative,-0.48750000000000004
3526,WD Black SN850X,WD,Storage,5,Software experience is clean and responsive.,2025-03-18,software experience clean responsive,positive,0.3666666666666667
3527,Dell XPS 13,Dell,Laptop,1,Setup process was quick and easy.,2024-05-25,setup process quick easy,positive,0.3833333333333333
3528,Asus RT-AX88U,Asus,Router,2,Audio quality is clear and immersive.,2025-06-07,audio quality clear immersive,positive,0.09999999999999999
3529,LG UltraGear 27GP850,LG,Monitor,5,Not satisfied with the overall performance.,2025-05-02,not satisfied overall performance,negative,-0.125
3530,Samsung Neo QLED QN90C,Samsung,Television,3,I am unhappy with how quickly it overheats.,2024-04-12,unhappy how quickly overheats,negative,-0.13333333333333333
3531,Anker PowerCore 20000,Anker,Power Bank,5,"Not fully satisfied, but not completely disappointed either.",2025-01-11,not fully satisfied not completely disappointed either,positive,0.4375
3532,Sony PlayStation 5,Sony,Gaming Console,3,Completely unhappy with the software stability.,2025-01-30,completely unhappy software stability,negative,-0.6
3533,Nintendo Switch OLED,Nintendo,Gaming Console,1,"Overall, I feel dissatisfied with this purchase.",2025-03-02,overall dissatisfied purchase,neutral,0.0
3534,Asus RT-AX88U,Asus,Router,4,Sometimes it lags while multitasking.,2024-01-29,sometimes lags while multitasking,neutral,0.0
3535,Lenovo Tab P12,Lenovo,Tablet,4,Software experience is clean and responsive.,2025-02-02,software experience clean responsive,positive,0.3666666666666667
3536,iPhone 15 Pro,iPhone,Smartphone,5,Not satisfied with the display brightness.,2024-02-04,not satisfied display brightness,negative,-0.25
3537,Fitbit Sense 2,Fitbit,Smartwatch,5,I am not satisfied with customer support.,2024-02-13,not satisfied customer support,negative,-0.25
3538,Logitech MX Keys,Logitech,Keyboard,3,The display quality is sharp and vibrant.,2025-04-24,display quality sharp vibrant,positive,0.02083333333333333
3539,Crucial P5 Plus SSD,Crucial,Storage,4,Completely dissatisfied with the performance.,2024-01-10,completely dissatisfied performance,positive,0.1
3540,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,Not happy with the slow charging speed.,2025-05-27,not happy slow charging speed,negative,-0.35000000000000003
3541,WD Black SN850X,WD,Storage,5,Exceeded my expectations in every way.,2024-12-23,exceeded my expectations every way,neutral,0.0
3542,Logitech MX Master 3,Logitech,Mouse,5,I am frustrated and not satisfied at all.,2025-06-09,frustrated not satisfied all,negative,-0.475
3543,Xiaomi 14,Xiaomi,Smartphone,2,I feel balanced about this product.,2024-06-04,balanced about product,neutral,0.0
3544,Bose QuietComfort Ultra,Bose,Headphones,5,I regret buying this product.,2025-04-15,regret buying product,neutral,0.0
3545,Steam Deck,Steam,Gaming Console,2,Completely dissatisfied with the performance.,2024-11-06,completely dissatisfied performance,positive,0.1
3546,Razer DeathAdder V2,Razer,Mouse,4,Facing some heating issues during heavy use.,2025-05-10,facing some heating issues during heavy use,negative,-0.2
3547,Beats Studio 3,Beats,Headphones,4,I am okay with the overall experience.,2024-07-03,okay overall experience,positive,0.25
3548,Nikon Z6 II,Nikon,Camera,5,"Very happy with the sound quality, though disappointed with connectivity.",2025-06-22,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
3549,iPad Pro 12.9,iPad,Tablet,2,The experience is average overall.,2024-11-27,experience average overall,negative,-0.075
3550,Fujifilm X-T5,Fujifilm,Camera,5,Not happy with the slow charging speed.,2025-02-17,not happy slow charging speed,negative,-0.35000000000000003
3551,Xiaomi 14,Xiaomi,Smartphone,1,Battery life could be better for daily usage.,2024-06-11,battery life could better daily usage,positive,0.25
3552,MSI Katana 15,MSI,Laptop,1,It performs adequately for daily tasks.,2024-04-18,performs adequately daily tasks,neutral,0.0
3553,Sony Bravia A80L,Sony,Television,4,Extremely disappointed with the camera results.,2024-08-25,extremely disappointed camera results,negative,-0.75
3554,Belkin 3-in-1 Wireless Charger,Belkin,Charger,2,Build quality feels solid and durable.,2024-06-27,build quality feels solid durable,neutral,0.0
3555,Dell UltraSharp U2720Q,Dell,Monitor,4,"Satisfied with the design, but unhappy with the software.",2025-03-06,satisfied design unhappy software,negative,-0.04999999999999999
3556,Razer DeathAdder V2,Razer,Mouse,1,The design looks premium and stylish.,2024-09-13,design looks premium stylish,positive,0.5
3557,Realme GT 5,Realme,Smartphone,1,"Satisfied with performance, though disappointed by occasional lag.",2024-03-15,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
3558,Nothing Ear 2,Nothing,Earbuds,3,I am okay with the overall experience.,2024-01-31,okay overall experience,positive,0.25
3559,Razer DeathAdder V2,Razer,Mouse,2,Extremely disappointed with the camera results.,2024-04-20,extremely disappointed camera results,negative,-0.75
3560,Nintendo Switch OLED,Nintendo,Gaming Console,4,I am frustrated and not satisfied at all.,2024-05-16,frustrated not satisfied all,negative,-0.475
3561,Garmin Venu 2,Garmin,Smartwatch,5,The product is acceptable but not impressive.,2024-07-23,product acceptable not impressive,negative,-0.5
3562,Asus ROG Strix G16,Asus,Laptop,3,"Not fully satisfied, but not completely disappointed either.",2025-03-24,not fully satisfied not completely disappointed either,positive,0.4375
3563,Microsoft Xbox Series X,Microsoft,Gaming Console,3,Connectivity works flawlessly.,2024-07-25,connectivity works flawlessly,positive,1.0
3564,LG UltraGear 27GP850,LG,Monitor,2,Very disappointed considering the price.,2025-06-25,very disappointed considering price,negative,-0.9750000000000001
3565,Netgear Nighthawk AX5400,Netgear,Router,2,Worth the price and delivers good value.,2024-01-25,worth price delivers good value,positive,0.5
3566,Garmin Venu 2,Garmin,Smartwatch,1,Exceeded my expectations in every way.,2024-02-04,exceeded my expectations every way,neutral,0.0
3567,Netgear Nighthawk AX5400,Netgear,Router,2,"Satisfied with features, yet not impressed with pricing.",2024-01-06,satisfied features yet not impressed pricing,neutral,0.0
3568,Sennheiser Momentum 4,Sennheiser,Headphones,4,I am moderately satisfied with the features.,2024-03-14,moderately satisfied features,positive,0.5
3569,Sony WH-1000XM5,Sony,Headphones,2,"I am somewhat happy, but improvements are needed.",2025-06-24,somewhat happy improvements needed,positive,0.8
3570,Sony Bravia A80L,Sony,Television,2,"I am pleased with the display, but unhappy with battery backup.",2024-07-31,pleased display unhappy battery backup,negative,-0.04999999999999999
3571,Nikon Z6 II,Nikon,Camera,4,I feel neutral about this purchase.,2024-12-26,neutral about purchase,neutral,0.0
3572,Bose QuietComfort Ultra,Bose,Headphones,5,"Satisfied with features, yet not impressed with pricing.",2024-05-21,satisfied features yet not impressed pricing,neutral,0.0
3573,Netgear Nighthawk AX5400,Netgear,Router,1,I am not satisfied with customer support.,2025-03-13,not satisfied customer support,negative,-0.25
3574,Garmin Venu 2,Garmin,Smartwatch,4,"Very satisfied with the screen, but not happy with the speakers.",2024-03-13,very satisfied screen not happy speakers,positive,0.125
3575,Nikon Z6 II,Nikon,Camera,1,The display quality is sharp and vibrant.,2025-06-13,display quality sharp vibrant,positive,0.02083333333333333
3576,Xiaomi Pad 6,Xiaomi,Tablet,1,Software experience is clean and responsive.,2025-05-25,software experience clean responsive,positive,0.3666666666666667
3577,MSI Katana 15,MSI,Laptop,1,I am okay with the overall experience.,2024-12-04,okay overall experience,positive,0.25
3578,Samsung Galaxy S24 Ultra,Samsung,Smartphone,2,"Happy with multitasking, but not satisfied with durability.",2024-10-23,happy multitasking not satisfied durability,positive,0.275
3579,Razer DeathAdder V2,Razer,Mouse,3,I am frustrated and not satisfied at all.,2025-01-01,frustrated not satisfied all,negative,-0.475
3580,Xiaomi 14,Xiaomi,Smartphone,2,I am unhappy with how quickly it overheats.,2024-03-17,unhappy how quickly overheats,negative,-0.13333333333333333
3581,Canon EOS R6 Mark II,Canon,Camera,5,I am not satisfied with the battery performance.,2025-06-14,not satisfied battery performance,negative,-0.25
3582,Razer DeathAdder V2,Razer,Mouse,5,I feel neutral about this purchase.,2024-11-15,neutral about purchase,neutral,0.0
3583,Apple AirPods Pro,Apple,Earbuds,5,The design looks premium and stylish.,2024-04-23,design looks premium stylish,positive,0.5
3584,Fujifilm X-T5,Fujifilm,Camera,4,"Overall satisfied, but not fully happy with the experience.",2024-09-26,overall satisfied not fully happy experience,positive,0.43333333333333335
3585,Fitbit Sense 2,Fitbit,Smartwatch,1,Very happy with this purchase so far.,2024-12-12,very happy purchase so far,positive,0.55
3586,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,3,Not satisfied with the overall performance.,2024-12-08,not satisfied overall performance,negative,-0.125
3587,Crucial P5 Plus SSD,Crucial,Storage,1,The display quality is sharp and vibrant.,2024-07-28,display quality sharp vibrant,positive,0.02083333333333333
3588,Sony Alpha A7 IV,Sony,Camera,3,"Overall satisfied, but not fully happy with the experience.",2024-03-04,overall satisfied not fully happy experience,positive,0.43333333333333335
3589,Razer Blade 15,Razer,Laptop,4,Facing some heating issues during heavy use.,2024-02-06,facing some heating issues during heavy use,negative,-0.2
3590,Bose QuietComfort Ultra,Bose,Headphones,1,Not impressed with the features offered.,2024-03-23,not impressed features offered,negative,-0.5
3591,Crucial P5 Plus SSD,Crucial,Storage,5,"I am somewhat satisfied, but there is room for improvement.",2024-05-12,somewhat satisfied there room improvement,positive,0.5
3592,Samsung Galaxy Tab S9,Samsung,Tablet,1,Build quality feels solid and durable.,2024-02-06,build quality feels solid durable,neutral,0.0
3593,Sony Bravia A80L,Sony,Television,5,Connectivity works flawlessly.,2024-12-24,connectivity works flawlessly,positive,1.0
3594,Jabra Elite 7 Pro,Jabra,Earbuds,4,Not satisfied with the display brightness.,2024-08-21,not satisfied display brightness,negative,-0.25
3595,Samsung Galaxy S24 Ultra,Samsung,Smartphone,1,Battery life could be better for daily usage.,2024-07-19,battery life could better daily usage,positive,0.25
3596,Canon EOS R6 Mark II,Canon,Camera,5,"Very satisfied with the screen, but not happy with the speakers.",2025-01-23,very satisfied screen not happy speakers,positive,0.125
3597,Microsoft Xbox Series X,Microsoft,Gaming Console,1,The product is acceptable but not impressive.,2025-05-08,product acceptable not impressive,negative,-0.5
3598,OnePlus 12,OnePlus,Smartphone,4,"Very happy with the sound quality, though disappointed with connectivity.",2025-01-21,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
3599,Nintendo Switch OLED,Nintendo,Gaming Console,2,Very disappointed considering the price.,2025-03-13,very disappointed considering price,negative,-0.9750000000000001
3600,Sony Alpha A7 IV,Sony,Camera,2,Software experience is clean and responsive.,2025-03-24,software experience clean responsive,positive,0.3666666666666667
3601,Realme GT 5,Realme,Smartphone,5,"Satisfied with features, yet not impressed with pricing.",2025-01-11,satisfied features yet not impressed pricing,neutral,0.0
3602,Bose QuietComfort Ultra,Bose,Headphones,2,I regret buying this product.,2025-03-23,regret buying product,neutral,0.0
3603,Logitech MX Keys,Logitech,Keyboard,1,I am not satisfied with the battery performance.,2024-08-25,not satisfied battery performance,negative,-0.25
3604,Nothing Phone 2,Nothing,Smartphone,5,The performance is excellent and very smooth.,2024-08-20,performance excellent very smooth,positive,0.76
3605,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,5,I am moderately satisfied with the features.,2024-02-16,moderately satisfied features,positive,0.5
3606,Netgear Nighthawk AX5400,Netgear,Router,1,"Very satisfied with the screen, but not happy with the speakers.",2024-09-12,very satisfied screen not happy speakers,positive,0.125
3607,Asus RT-AX88U,Asus,Router,1,Facing some heating issues during heavy use.,2024-02-28,facing some heating issues during heavy use,negative,-0.2
3608,MacBook Air M3,MacBook,Laptop,4,Setup process was quick and easy.,2024-10-16,setup process quick easy,positive,0.3833333333333333
3609,Google Pixel 8 Pro,Google,Smartphone,3,Not happy with the slow charging speed.,2024-09-07,not happy slow charging speed,negative,-0.35000000000000003
3610,Lenovo Tab P12,Lenovo,Tablet,2,I am okay with the overall experience.,2025-02-11,okay overall experience,positive,0.25
3611,Samsung Neo QLED QN90C,Samsung,Television,1,It performs adequately for daily tasks.,2024-03-19,performs adequately daily tasks,neutral,0.0
3612,Xiaomi 14,Xiaomi,Smartphone,3,I am partially satisfied with the performance.,2024-07-29,partially satisfied performance,positive,0.5
3613,Sony Bravia A80L,Sony,Television,3,"Satisfied with features, yet not impressed with pricing.",2024-08-13,satisfied features yet not impressed pricing,neutral,0.0
3614,Nothing Ear 2,Nothing,Earbuds,3,Very dissatisfied with the build quality.,2024-10-26,very dissatisfied build quality,positive,0.2
3615,Seagate Barracuda 2TB,Seagate,Storage,2,"It works fine, though I am neither satisfied nor dissatisfied.",2024-09-30,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
3616,Amazon Fire HD 10,Amazon,Tablet,5,I feel neutral about this purchase.,2024-04-16,neutral about purchase,neutral,0.0
3617,OnePlus 12,OnePlus,Smartphone,3,"Satisfied with features, yet not impressed with pricing.",2025-02-24,satisfied features yet not impressed pricing,neutral,0.0
3618,Steam Deck,Steam,Gaming Console,5,"Not fully satisfied, but not completely disappointed either.",2024-10-13,not fully satisfied not completely disappointed either,positive,0.4375
3619,Nothing Phone 2,Nothing,Smartphone,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-05-20,generally happy somewhat dissatisfied build quality,positive,0.8
3620,Samsung 970 EVO SSD,Samsung,Storage,5,Connectivity works flawlessly.,2024-11-08,connectivity works flawlessly,positive,1.0
3621,LG UltraGear 27GP850,LG,Monitor,5,Exceeded my expectations in every way.,2024-05-05,exceeded my expectations every way,neutral,0.0
3622,Sennheiser Momentum 4,Sennheiser,Headphones,2,Very happy with this purchase so far.,2024-08-28,very happy purchase so far,positive,0.55
3623,Nintendo Switch OLED,Nintendo,Gaming Console,4,I feel balanced about this product.,2025-04-09,balanced about product,neutral,0.0
3624,Apple Magic Keyboard,Apple,Keyboard,1,Battery life could be better for daily usage.,2025-05-25,battery life could better daily usage,positive,0.25
3625,Samsung 970 EVO SSD,Samsung,Storage,1,Completely dissatisfied with the performance.,2024-10-11,completely dissatisfied performance,positive,0.1
3626,Fujifilm X-T5,Fujifilm,Camera,4,Not satisfied with the display brightness.,2024-03-27,not satisfied display brightness,negative,-0.25
3627,OnePlus 12,OnePlus,Smartphone,3,"Satisfied with performance, though disappointed by occasional lag.",2025-01-28,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
3628,Sony Bravia A80L,Sony,Television,1,"Very satisfied with the screen, but not happy with the speakers.",2025-01-26,very satisfied screen not happy speakers,positive,0.125
3629,Beats Studio 3,Beats,Headphones,4,Very happy with this purchase so far.,2024-08-17,very happy purchase so far,positive,0.55
3630,Acer Predator Helios 300,Acer,Laptop,4,Setup process was quick and easy.,2025-03-17,setup process quick easy,positive,0.3833333333333333
3631,Canon EOS R6 Mark II,Canon,Camera,1,It performs adequately for daily tasks.,2024-11-08,performs adequately daily tasks,neutral,0.0
3632,Google Pixel 8 Pro,Google,Smartphone,5,"Satisfied with the design, but unhappy with the software.",2024-12-22,satisfied design unhappy software,negative,-0.04999999999999999
3633,Razer DeathAdder V2,Razer,Mouse,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-12-10,generally happy somewhat dissatisfied build quality,positive,0.8
3634,Razer DeathAdder V2,Razer,Mouse,3,"Impressed with the camera, yet dissatisfied with low-light results.",2024-08-09,impressed camera yet dissatisfied lowlight results,positive,1.0
3635,Samsung Odyssey G7,Samsung,Monitor,1,I regret buying this product.,2025-03-20,regret buying product,neutral,0.0
3636,Seagate Barracuda 2TB,Seagate,Storage,4,"I am satisfied overall, but not satisfied with the charging speed.",2024-02-28,satisfied overall not satisfied charging speed,positive,0.08333333333333333
3637,Netgear Nighthawk AX5400,Netgear,Router,1,The product is acceptable but not impressive.,2025-02-01,product acceptable not impressive,negative,-0.5
3638,Apple Magic Keyboard,Apple,Keyboard,3,"Satisfied with performance, though disappointed by occasional lag.",2025-04-19,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
3639,Jabra Elite 7 Pro,Jabra,Earbuds,5,"Happy with the performance, but disappointed with the heating issue.",2025-06-15,happy performance disappointed heating issue,positive,0.025000000000000022
3640,iPad Pro 12.9,iPad,Tablet,2,I am frustrated and not satisfied at all.,2025-04-23,frustrated not satisfied all,negative,-0.475
3641,LG UltraGear 27GP850,LG,Monitor,2,The display quality is sharp and vibrant.,2024-01-16,display quality sharp vibrant,positive,0.02083333333333333
3642,Samsung Galaxy Tab S9,Samsung,Tablet,3,Worth the price and delivers good value.,2024-09-12,worth price delivers good value,positive,0.5
3643,Asus TUF Gaming VG27AQ,Asus,Monitor,5,I am unhappy with how quickly it overheats.,2024-12-11,unhappy how quickly overheats,negative,-0.13333333333333333
3644,Nikon Z6 II,Nikon,Camera,4,Very happy with this purchase so far.,2024-10-07,very happy purchase so far,positive,0.55
